speaker,text,split
Joey Tribbiani,Oh that's right. There's a lot going on here and I think I ate some bad fruit earlier.,val
Rachel Green,Okay.,val
Ross Geller,I can't believe you told her I was going to propose!,val
Joey Tribbiani,I can't believe you're not going to propose!,val
Ross Geller,"Hey, I'm not going to rush into anything!",val
Joey Tribbiani,"Oh yeah, dude, I totally understand. Usually after I have a baby with a woman I like to slow things down!",val
Rachel Green,Oh my God!,val
Ross Geller,What?,val
Rachel Green,"She's doing it Look, she's breast-feeding look!",val
Joey Tribbiani,"Ah, it's beautiful.",val
Rachel Green,Okay.,val
Ross Geller,Thank you.,val
Rachel Green,"Oh wow, this feels weird.",val
Ross Geller,Good weird?,val
Rachel Green,Wonderful weird.,val
Joey Tribbiani,"Y'know what you guys? I'm uh, I'm gonna go too. And uh, I'm sorry about everything.",val
Rachel Green,"Honey don't worry, it was my mistake.",val
Joey Tribbiani,"No, Rach, I should've told you sooner. It's just that...Man! That kid is going to town!",val
Rachel Green,She's perfect.,val
Ross Geller,We're so lucky.,val
Rachel Green,We really are.,val
Ross Geller,"Look, I-I know it's not a proposal and I don't know where you are, but with everything that's been going on and with Emma and...I've been feeling.",val
Rachel Green,I know. I know. I've feeling.,val
Ross Geller,Yeah?,val
Rachel Green,Yeah.,val
Ross Geller,"Okay, well, that... Wow, okay, well, umm...then maybe, at least we can, we can talk about us again.",val
Rachel Green,"Yeah, maybe.",val
Ross Geller,"Well good, okay. I-I, kind of think y'know if we...if You're wearing the ring.",val
Rachel Green,Wh-what's that?,val
Ross Geller,And you told Phoebe you were engaged.,val
Rachel Green,"I'm sorry, what?",val
Ross Geller,When you thought Joey proposed did...did you say yes?,val
Monica Geller,Hey dad!,val
Chandler Bing,Hey.,val
Ross Geller,You said you'd marry Joey?,val
Rachel Green,"Okay you have to realize, I was exhausted, I was emotional, I would have said yes to anybody. Like that time you and I got married! I'm not helping.",val
Ross Geller,"So you said yes to him, and you just had our baby?",val
Rachel Green,That is right and traditionally the daddy is supposed to give the mummy a present but I am prepared to let that go.,val
Ross Geller,"So when I came in here to see if you wanted to maybe start things up again, you were engaged to my best friend.",val
Rachel Green,Well-Really? I thought Chandler was your best friend.,val
Ross Geller,"Well, Chandler's my oldest friend, but Joey's my-No! Ah!",val
Rachel Green,Ooooo!,val
Joey Tribbiani,"Hey you guys I'm gonna take off. I just wanted to let you guys know, say goodbye.",val
Ross Geller,Rachel said she'd marry you?!,val
Joey Tribbiani,"This isn't the right room, sorry folks.",val
Monica Geller,"Ok, I don't wanna be negative so I'll say that most of the signs you bought are good.",val
Phoebe Buffay,"No they ran out of ""It's a girl"" but I can fix this one, See?",val
Monica Geller,So sexy. Honey.,val
Chandler Bing,Yea yea.,val
Monica Geller,Honey why don't you go lie down.,val
Chandler Bing,"No, no, Ross and Rachel will be back soon and then I gotta go to the office Am I producing them?",val
Joey Tribbiani,Why're you so tired?,val
Chandler Bing,"Couldn't sleep last night you know, then I started worrying about this big divisional meeting that I have later today, the more I worried about it the more I couldn't sleep. Y'know? I was like, if I fall asleep now I'll get six hours sleep, but if I fall asleep now I'll get five hours sleep. Not matter what I did I couldn't fall asleep.",val
Joey Tribbiani,"You know what you should've done, you should have told yourself that little story.",val
Rachel Green,Hi!,val
Monica Geller,Phoebe did the signs!,val
Rachel Green,Oh you guys thanks for doing this.,val
Phoebe Buffay,Look at all the stuff people sent!,val
Rachel Green,"Oh Ah! Oh my gosh there's something every mother needs, a giant stuffed gorilla that takes up the entire apartment! What are people think... Oh you guys I love it.",val
Joey Tribbiani,Hey so where's Ross?,val
Rachel Green,He's downstairs getting the rest of the stuff out of the cab.,val
Joey Tribbiani,Is he still mad at us?,val
Rachel Green,"Well, you more then me, but he can't stay to mad at me. I mean, I just had his baby.",val
Joey Tribbiani,That's not fair! I can't do that.,val
Rachel Green,"Yeah, I'm not so sure you should be here when he comes up.",val
Joey Tribbiani,"See this is what I was afraid of, I didn't think I should be here either but somebody said he'd be over it by now.",val
Chandler Bing,"Hey, what do I know? I wanted to get a bigger gorilla.",val
Chandler Bing,Walter .,val
Phoebe Buffay,She's just so cute! I just wanna bite her ear off and use it and a sucking candy.,val
Monica Geller,Phoebe! But I could take one of those little feet and put it in a pita pocket.,val
Ross Geller,Okay I put most of the stuff away.,val
Rachel Green,"Oh great, the pacifiers?",val
Ross Geller,In the closet.,val
Rachel Green,The burping clogs?,val
Ross Geller,Linen closet.,val
Rachel Green,The diapers?,val
Ross Geller,In the hospital.,val
Phoebe Buffay,Wow you guys got a hospital? Fancy!,val
Ross Geller,No I left the diapers at the hospital! There's some in the bag but I'll run out and get some more.,val
Rachel Green,"Alright thanks, oh Ross could you stop by the coffee house and get me a muffin?",val
Ross Geller,Sure what kind?,val
Rachel Green,"Umm let me think...What do I want, what d-o I w-a-n-t...",val
Ross Geller,"Please take your time, it's an important decision. Not like, say, I know! deciding to marry someone, this is about a muffin.",val
Rachel Green,Blueberry.,val
Ross Geller,Blueberry it is.,val
Rachel Green,Thanks.,val
Monica Geller,"Wow, he's really not letting this go, is he?",val
Rachel Green,God how long do you think that's gonna last?,val
Phoebe Buffay,"I dunno, well he got over the ""We were on a break"" thing really quickly.",val
Rachel Green,"Y'know I can't even worry about that right now, cause I got the cutie little baby, oh I can't believe how much I love her, I can't get enough of her, like right now I miss her. I actually miss her.",val
Phoebe Buffay,You know that's... that's her.,val
Rachel Green,"Oh god look at her sleeping. Oh, I love her so much! Oh, I think I'm gonna wake her up.",val
Phoebe Buffay,"Oh no, Rach, no no, you know you're never supposed to wake a sleeping baby.",val
Rachel Green,"Well I can do whatever I want! I made her! Come on little girl, hi!",val
Phoebe Buffay,I can say I told you so but she's kinda doing that for me.,val
Rachel Green,Oh I'm sorry mummy's so sorry go back to sleep go back to sleep. Shh. Shhh! Go back to sleep.,val
Monica Geller,Breaks your heart doesn't it.,val
Phoebe Buffay,It really does... how long do you think we have to stay?,val
Chandler Bing,Yep.,val
Chandler Bing,Yes.,val
Phoebe Buffay,"Well, alright, we already tried feeding her, changing her, burping her, oh try this one! Go back in time and listen to Phoebe!",val
Monica Geller,"Alright here's something, it says to try holding the baby close to your body and then swing her rapidly from side to side.",val
Rachel Green,Ok.,val
Monica Geller,It worked!,val
Rachel Green,"Oh oh no just stopped to throw up a little bit. Oh come on, what am I gonna do, its been hours and it won't stop crying.",val
Monica Geller,"Umm, she Rach, not it, she.",val
Rachel Green,"Yeah, I'm not so sure.",val
Monica Geller,"Oh my god, I am losing my mind.",val
Phoebe Buffay,"Yeah, no kidding, this just proves no good can come from having sex with Ross!",val
Ross Geller,"Hey Gunther, can I get a couple of blueberry muffins to go?",val
Ross Geller,Yep.,val
Ross Geller,"Yep, can you believe it?",val
Ross Geller,Huh? Ooh you mean like a... Huh?,val
Joey Tribbiani,"Hey. Ross, I know you're pissed at me, but we have to talk about this.",val
Ross Geller,Ah actually we don't.,val
Joey Tribbiani,"Fine, fine okay. But I gotta say technically, I didn't even do anything wrong.",val
Ross Geller,What! You didn't do anything wrong?!,val
Joey Tribbiani,I said I didn't technically.,val
Ross Geller,"Okay let's put aside that you ""accidentally"" picked up my grandmothers ring and you ""accidentally"" proposed to Rachel.",val
Joey Tribbiani,"Look, can I just stop you right there for a second? When people do this I don't really know what that means. You were saying?",val
Ross Geller,"And I can even understand that you couldn't tell Rachel, but why couldn't you tell me, huh? You had all day to and you didn't.",val
Joey Tribbiani,"I know I should've. ""I'm sorry.""",val
Ross Geller,"Not using it right, Joe.",val
Ross Geller,I'm gonna go.,val
Joey Tribbiani,"No, come on Ross! Look, Ross, we have to get past this.",val
Ross Geller,Give me the bag.,val
Joey Tribbiani,"No, look, I don't know what else to do. I said I'm sorry!",val
Ross Geller,Joey!,val
Joey Tribbiani,"You should scream at me, or-or-or curse me, or hit me.",val
Ross Geller,I'm not gonna hit you.,val
Joey Tribbiani,"Why not? You'll feel better! I'll feel better, and you know you want to. I can see it in your eyes.",val
Ross Geller,No I don't.,val
Joey Tribbiani,A little bit.,val
Ross Geller,No.,val
Joey Tribbiani,Little bit.,val
Ross Geller,No!,val
Joey Tribbiani,A little bit more.,val
Ross Geller,Give me the bag.,val
Joey Tribbiani,"No, hit me.",val
Ross Geller,Give me the bag.,val
Joey Tribbiani,Hit me.,val
Ross Geller,"Joey, give me the bag.",val
Joey Tribbiani,Hit me!,val
Ross Geller,Joe I'm not kidding.,val
Joey Tribbiani,"Hit me, hit me.",val
Ross Geller,No!,val
Joey Tribbiani,Hit me! Hit me!,val
Ross Geller,You ducked!!,val
Joey Tribbiani,I'm sorry! It was a reflex!,val
Ross Geller,"Oh my god, this really hurts!!!",val
Joey Tribbiani,"I couldn't help it! When a fist comes at your face, you duck! Look!",val
Ross Geller,What is the matter with you?!?,val
Joey Tribbiani,You were supposed to duck!!! Why didn't you duck?,val
Ross Geller,Why don't we talk about this on the way to the hospital?,val
Joey Tribbiani,"Good, good yeah, maybe while we're there, they can check your reflexes. ""Oops.""",val
Monica Geller,Try feeding her again.,val
Rachel Green,I already fed her.,val
Monica Geller,"I know, that's why I said again!",val
Phoebe Buffay,"Alright you guys, we can't turn on each other, Okay? That's just what she wants.",val
Chandler Bing,Hey.,val
Monica Geller,Hey.,val
Chandler Bing,Monica can I talk to you outside for a minute?,val
Rachel Green,"Oh no, you guys, just stay here, I'm gonna go check her diaper, Pheebs you wanna come?",val
Phoebe Buffay,Oh I'm kinda part of this.,val
Chandler Bing,Actually Pheebs its more of a husband and wife kinda thing.,val
Phoebe Buffay,I knew I should have married Chandler.,val
Monica Geller,Okay what's up.,val
Chandler Bing,"Umm, you know how we always said that it would be fun to move to Paris for a year? You know, you could study French cooking and I could write and we could take a picnic along the Seine and go wine tasting in Bordeaux?",val
Monica Geller,Oh yeah .,val
Chandler Bing,"Okay, you know how that people say that Tulsa is the Paris of Oklahoma?",val
Monica Geller,What? Who says that?,val
Chandler Bing,People who've never ever been to Paris.,val
Monica Geller,What's going on?,val
Chandler Bing,We're moving to Tulsa!,val
Monica Geller,Excuse me?,val
Chandler Bing,"Okay, Ms. McKenna, she kind of works above my boss, she asked me to move to Tulsa and be the president of our office there, and I was sleeping and apparently, said yes.",val
Monica Geller,"Tulsa, Oklahoma!",val
Chandler Bing,"The Sooner State, whatever that is.",val
Monica Geller,"Chandler, I don't even wanna see the musical Oklahoma!",val
Chandler Bing,Really? Oh What A Beautiful Morning! Surrey With A Fringe On Top.,val
Monica Geller,"Are you trying to tell me that we're moving to Oklahoma, or that you're gay? All right, not that this matters, but did they at least offer you a huge raise?",val
Chandler Bing,"No, no, but they are going to lease us a Ford Focus. I'll get out of it.",val
Monica Geller,Thank you.,val
Chandler Bing,What is wrong with Emma?,val
Monica Geller,"Oh she misunderstood, she thought she was moving to Tulsa.",val
Chandler Bing,"Umm ma'am, do you have a minute? I kind of have some bad news. I don't think I can move to Tulsa.",val
Chandler Bing,"It's a funny story, actually. I kind of fell asleep in the meeting this morning so when I said I'd move to Tulsa, I didn't really know what I was saying.",val
Chandler Bing,"But only because I was up all night worried about this meeting, ain't that funny? Irony? Not a fan, alright . See, here's the thing. I went home and told my wife about Tulsa and she won't go. See, me, I love Tulsa! Tulsa is heaven! Tulsa is Italy-Please don't make me go there!",val
Chandler Bing,"No no no! Look, Carol, can I call you Carol? Wh-why would I when your name is Elaine? Oh what a great picture of your son, strapping! That's a picture of your daughter, isn't it, well she's lovely. I like a girl with a strong jaw. I'll call you from Tulsa.",val
Joey Tribbiani,"Hey, so how is it?",val
Ross Geller,I broke my thumb.,val
Joey Tribbiani,Your thumb? That's weird. You sure you're punching right? Make a fist. Maybe later. Ross I feel terrible.,val
Ross Geller,"You know what, you can go, I just have to fill out some forms.",val
